loss,experiment,projector,iteration,top_score_classification_accuracy,class_consistency_loss,_binary_crossentropy
0.5754471106024889,classifier,,,0.8087940812110901,,
0.20175859845506075,l2_triplet_loss,,0.0,0.460837334394455,,
0.3074856832899968,l2_triplet_loss,,1.0,0.4528245329856873,,
0.19674389506466328,l2_triplet_loss,,2.0,0.4505208432674408,,
0.1320359549967972,l2_triplet_loss,,3.0,0.4639423191547394,,
0.3164913461286909,l2_triplet_loss,,4.0,0.4535256326198578,,
0.1763665847844468,l2_triplet_loss,,5.0,0.4616386294364929,,
0.12692203528646273,l2_triplet_loss,,6.0,0.4769631326198578,,
0.1466064353089911,l2_triplet_loss,,7.0,0.4704527258872986,,
0.17424908430518535,l2_triplet_loss,,8.0,0.4572315812110901,,
0.13077257495994368,l2_triplet_loss,,9.0,0.4524238705635071,,
0.6830474482132838,l2_triplet_loss,l2_normalize,0.0,0.6971153616905212,,
0.675475765688297,l2_triplet_loss,l2_normalize,1.0,0.7013221383094788,,
0.6898531396037493,l2_triplet_loss,l2_normalize,2.0,0.6974158883094788,,
0.6821767647679036,l2_triplet_loss,l2_normalize,3.0,0.7009214758872986,,
0.8713435063210244,l2_triplet_loss,l2_normalize,4.0,0.10226362198591232,,
0.9999999228196268,l2_triplet_loss,l2_normalize,5.0,0.10226362198591232,,
0.9999999228196268,l2_triplet_loss,l2_normalize,6.0,0.10226362198591232,,
0.96591443167283,l2_triplet_loss,l2_normalize,7.0,0.10226362198591232,,
0.708836843761114,l2_triplet_loss,l2_normalize,8.0,0.6798878312110901,,
0.6969889054695765,l2_triplet_loss,l2_normalize,9.0,0.6981169581413269,,
0.1524956311346987,l2_triplet_loss,dense_10,0.0,0.4875801205635071,,
0.23701601877436565,l2_triplet_loss,dense_10,1.0,0.4860777258872986,,
0.4615881886416807,l2_triplet_loss,dense_10,2.0,0.5010015964508057,,
0.2762354159305384,l2_triplet_loss,dense_10,3.0,0.4931890964508057,,
0.1069571364653082,l2_triplet_loss,dense_10,4.0,0.5061097741127014,,
0.21259894092322493,l2_triplet_loss,dense_10,5.0,0.4936898946762085,,
0.3778391839064753,l2_triplet_loss,dense_10,6.0,0.4780648946762085,,
0.14832608128050104,l2_triplet_loss,dense_10,7.0,0.4974959790706634,,
0.15786338079040155,l2_triplet_loss,dense_10,8.0,0.5046073794364929,,
0.2651173055368977,l2_triplet_loss,dense_10,9.0,0.4425080120563507,,
0.2369978847758224,l2_triplet_loss,dense_128,0.0,0.41937097907066345,,
0.12004891149281785,l2_triplet_loss,dense_128,1.0,0.4502203464508057,,
0.2883262521623132,l2_triplet_loss,dense_128,2.0,0.41786858439445496,,
0.21913303422759506,l2_triplet_loss,dense_128,3.0,0.4437099397182465,,
0.3463143854169175,l2_triplet_loss,dense_128,4.0,0.43439504504203796,,
0.12486900594264555,l2_triplet_loss,dense_128,5.0,0.4579326808452606,,
0.11640071393683173,l2_triplet_loss,dense_128,6.0,0.4683493673801422,,
0.2271592881118592,l2_triplet_loss,dense_128,7.0,0.4580328464508057,,
0.1602004080419787,l2_triplet_loss,dense_128,8.0,0.45783254504203796,,
0.2579449556979876,l2_triplet_loss,dense_128,9.0,0.4200721085071564,,
0.09984526166040153,l1_triplet_loss,,0.0,0.5719150900840759,,
0.0905533895300976,l1_triplet_loss,,1.0,0.5659054517745972,,
0.05708799579364355,l1_triplet_loss,,2.0,0.5857371687889099,,
0.12111466396126135,l1_triplet_loss,,3.0,0.5336538553237915,,
0.14437106927000107,l1_triplet_loss,,4.0,0.5662059187889099,,
0.0878690848727414,l1_triplet_loss,,5.0,0.5909455418586731,,
0.0726307590513711,l1_triplet_loss,,6.0,0.5743188858032227,,
0.09311965748649807,l1_triplet_loss,,7.0,0.5779246687889099,,
0.11878372961487353,l1_triplet_loss,,8.0,0.5494791865348816,,
0.0594541993904829,l1_triplet_loss,,9.0,0.5737179517745972,,
0.34176323677484804,l1_triplet_loss,l2_normalize,0.0,0.760817289352417,,
0.3306218665570785,l1_triplet_loss,l2_normalize,1.0,0.7692307829856873,,
0.3418513735612997,l1_triplet_loss,l2_normalize,2.0,0.7615184187889099,,
0.3321408583567693,l1_triplet_loss,l2_normalize,3.0,0.7687299847602844,,
0.3466601739518153,l1_triplet_loss,l2_normalize,4.0,0.7573117017745972,,
0.3414725272032695,l1_triplet_loss,l2_normalize,5.0,0.7637219429016113,,
0.3517729212553837,l1_triplet_loss,l2_normalize,6.0,0.7545071840286255,,
0.3450925674958107,l1_triplet_loss,l2_normalize,7.0,0.7527043223381042,,
0.3315949306274072,l1_triplet_loss,l2_normalize,8.0,0.7679286599159241,,
0.33575529342469496,l1_triplet_loss,l2_normalize,9.0,0.7653245329856873,,
0.14030252471946789,l1_triplet_loss,dense_10,0.0,0.5374599099159241,,
0.09808037329014788,l1_triplet_loss,dense_10,1.0,0.5478765964508057,,
0.11912061063011582,l1_triplet_loss,dense_10,2.0,0.5270432829856873,,
0.1131498294517559,l1_triplet_loss,dense_10,3.0,0.4996995329856873,,
0.10410857096413123,l1_triplet_loss,dense_10,4.0,0.5373597741127014,,
0.16490130271874173,l1_triplet_loss,dense_10,5.0,0.5403645634651184,,
0.13529627094734073,l1_triplet_loss,dense_10,6.0,0.5364583134651184,,
0.16283627578955834,l1_triplet_loss,dense_10,7.0,0.5136218070983887,,
0.26907050460823273,l1_triplet_loss,dense_10,8.0,0.5014022588729858,,
0.11366442048501295,l1_triplet_loss,dense_10,9.0,0.5168269276618958,,
0.19178951728640525,l1_triplet_loss,dense_128,0.0,0.4818709790706634,,
0.5690631106856296,l1_triplet_loss,dense_128,1.0,0.4602363705635071,,
0.26686387485684604,l1_triplet_loss,dense_128,2.0,0.4471153914928436,,
0.3400690768793515,l1_triplet_loss,dense_128,3.0,0.4305889308452606,,
0.27729579562247425,l1_triplet_loss,dense_128,4.0,0.4505208432674408,,
0.4836934813370485,l1_triplet_loss,dense_128,5.0,0.4521234035491944,,
0.32390219980795965,l1_triplet_loss,dense_128,6.0,0.4596354067325592,,
0.3366483885011593,l1_triplet_loss,dense_128,7.0,0.4477163553237915,,
0.2975109866620012,l1_triplet_loss,dense_128,8.0,0.4525240361690521,,
0.3517036219119548,l1_triplet_loss,dense_128,9.0,0.4358974397182465,,
0.036851148132998966,cosine_similarity_triplet_loss,,0.0,0.7383813858032227,,
0.03586234672305485,cosine_similarity_triplet_loss,,1.0,0.7381811141967773,,
0.036128464608620375,cosine_similarity_triplet_loss,,2.0,0.7354767918586731,,
0.03447381195683892,cosine_similarity_triplet_loss,,3.0,0.7512019276618958,,
0.034946294967085116,cosine_similarity_triplet_loss,,4.0,0.7435897588729858,,
0.035550793465704486,cosine_similarity_triplet_loss,,5.0,0.7421875,,
0.03505955382178609,cosine_similarity_triplet_loss,,6.0,0.7456930875778198,,
0.035872285761751034,cosine_similarity_triplet_loss,,7.0,0.7407852411270142,,
0.03468378506099375,cosine_similarity_triplet_loss,,8.0,0.7479968070983887,,
0.034706229732061424,cosine_similarity_triplet_loss,,9.0,0.7468950152397156,,
0.03523988768052405,cosine_similarity_triplet_loss,l2_normalize,0.0,0.7486979365348816,,
0.036283101313389264,cosine_similarity_triplet_loss,l2_normalize,1.0,0.7405849099159241,,
0.03463232671865859,cosine_similarity_triplet_loss,l2_normalize,2.0,0.7493990659713745,,
0.035821310889262416,cosine_similarity_triplet_loss,l2_normalize,3.0,0.7471955418586731,,
0.03560911423455064,cosine_similarity_triplet_loss,l2_normalize,4.0,0.7421875,,
0.03545241576667207,cosine_similarity_triplet_loss,l2_normalize,5.0,0.7414863705635071,,
0.03511573755158446,cosine_similarity_triplet_loss,l2_normalize,6.0,0.7457932829856873,,
0.0366702707997786,cosine_similarity_triplet_loss,l2_normalize,7.0,0.737379789352417,,
0.03496439138857218,cosine_similarity_triplet_loss,l2_normalize,8.0,0.7432892918586731,,
0.03429170364203552,cosine_similarity_triplet_loss,l2_normalize,9.0,0.7498998641967773,,
0.030213293649303988,cosine_similarity_triplet_loss,dense_10,0.0,0.7611178159713745,,
0.03077345895461547,cosine_similarity_triplet_loss,dense_10,1.0,0.7567107081413269,,
0.030639538410095837,cosine_similarity_triplet_loss,dense_10,2.0,0.7586137652397156,,
0.03046847424374368,cosine_similarity_triplet_loss,dense_10,3.0,0.7582131624221802,,
0.02966655664241467,cosine_similarity_triplet_loss,dense_10,4.0,0.7625200152397156,,
0.03089500970254915,cosine_similarity_triplet_loss,dense_10,5.0,0.7542067170143127,,
0.030261510308497608,cosine_similarity_triplet_loss,dense_10,6.0,0.7581129670143127,,
0.029040674613311127,cosine_similarity_triplet_loss,dense_10,7.0,0.7676281929016113,,
0.02969266976325367,cosine_similarity_triplet_loss,dense_10,8.0,0.7673277258872986,,
0.03072482171969918,cosine_similarity_triplet_loss,dense_10,9.0,0.7574118375778198,,
0.02934215127681502,cosine_similarity_triplet_loss,dense_128,0.0,0.7718349099159241,,
0.028631920597921964,cosine_similarity_triplet_loss,dense_128,1.0,0.7771434187889099,,
0.030458284362864036,cosine_similarity_triplet_loss,dense_128,2.0,0.7627203464508057,,
0.029758648463309962,cosine_similarity_triplet_loss,dense_128,3.0,0.7658253312110901,,
0.03074749148426912,cosine_similarity_triplet_loss,dense_128,4.0,0.7543069124221802,,
0.031229457089629688,cosine_similarity_triplet_loss,dense_128,5.0,0.7635216116905212,,
0.02854971717804288,cosine_similarity_triplet_loss,dense_128,6.0,0.7790464758872986,,
0.0296470371600336,cosine_similarity_triplet_loss,dense_128,7.0,0.7650240659713745,,
0.030698716162871093,cosine_similarity_triplet_loss,dense_128,8.0,0.7675280570983887,,
0.02951632550535485,cosine_similarity_triplet_loss,dense_128,9.0,0.7642227411270142,,
0.045545055620515584,mixed_norms_triplet_loss,,0.0,0.5337539911270142,,
0.06269243268075232,mixed_norms_triplet_loss,,1.0,0.5631009340286255,,
0.02754737545724194,mixed_norms_triplet_loss,,2.0,0.590745210647583,,
0.04921558068898053,mixed_norms_triplet_loss,,3.0,0.5424679517745972,,
0.04172770544970169,mixed_norms_triplet_loss,,4.0,0.5834335088729858,,
0.03858797250387186,mixed_norms_triplet_loss,,5.0,0.5783253312110901,,
0.046397108471212097,mixed_norms_triplet_loss,,6.0,0.5795272588729858,,
0.03912098536817118,mixed_norms_triplet_loss,,7.0,0.553786039352417,,
0.03365136745224635,mixed_norms_triplet_loss,,8.0,0.5685096383094788,,
0.031764718149460316,mixed_norms_triplet_loss,,9.0,0.56640625,,
0.026400999497407332,mixed_norms_triplet_loss,l2_normalize,0.0,0.6300080418586731,,
0.018127712150229715,mixed_norms_triplet_loss,l2_normalize,1.0,0.6435296535491943,,
0.022194987565177515,mixed_norms_triplet_loss,l2_normalize,2.0,0.6469351053237915,,
0.01843958167442813,mixed_norms_triplet_loss,l2_normalize,3.0,0.6576522588729858,,
0.03083330694537905,mixed_norms_triplet_loss,l2_normalize,4.0,0.6487379670143127,,
0.01818578081945769,mixed_norms_triplet_loss,l2_normalize,5.0,0.6555488705635071,,
0.019292583834612742,mixed_norms_triplet_loss,l2_normalize,6.0,0.6624599099159241,,
0.02634076452000628,mixed_norms_triplet_loss,l2_normalize,7.0,0.6501402258872986,,
0.014709789876808196,mixed_norms_triplet_loss,l2_normalize,8.0,0.6284054517745972,,
0.020102713115286462,mixed_norms_triplet_loss,l2_normalize,9.0,0.6448317170143127,,
0.19198665477914545,mixed_norms_triplet_loss,dense_10,0.0,0.4826722741127014,,
0.07531630682448548,mixed_norms_triplet_loss,dense_10,1.0,0.5847355723381042,,
0.053694432159551435,mixed_norms_triplet_loss,dense_10,2.0,0.5878405570983887,,
0.059130954896458074,mixed_norms_triplet_loss,dense_10,3.0,0.5875400900840759,,
0.051948374507423394,mixed_norms_triplet_loss,dense_10,4.0,0.5880408883094788,,
0.3802133496938041,mixed_norms_triplet_loss,dense_10,5.0,0.5471754670143127,,
0.10576606292325334,mixed_norms_triplet_loss,dense_10,6.0,0.5611979365348816,,
0.10046764052449128,mixed_norms_triplet_loss,dense_10,7.0,0.5931490659713745,,
0.10511303510858663,mixed_norms_triplet_loss,dense_10,8.0,0.5575921535491943,,
0.07113626311557034,mixed_norms_triplet_loss,dense_10,9.0,0.5875400900840759,,
0.0574989889223033,mixed_norms_triplet_loss,dense_128,0.0,0.5437700152397156,,
0.0913473999945638,mixed_norms_triplet_loss,dense_128,1.0,0.4736578464508057,,
1.0906172652657216,mixed_norms_triplet_loss,dense_128,2.0,0.09995993226766586,,
0.4554219440160057,mixed_norms_triplet_loss,dense_128,3.0,0.4631410241127014,,
0.050285060549727985,mixed_norms_triplet_loss,dense_128,4.0,0.5415664911270142,,
0.06323043994892102,mixed_norms_triplet_loss,dense_128,5.0,0.5545873641967773,,
0.3359556166177731,mixed_norms_triplet_loss,dense_128,6.0,0.5252403616905212,,
0.15147340879962146,mixed_norms_triplet_loss,dense_128,7.0,0.4884815812110901,,
2.39110190824916,mixed_norms_triplet_loss,dense_128,8.0,0.2643229067325592,,
0.061202481621876366,mixed_norms_triplet_loss,dense_128,9.0,0.5798277258872986,,
0.03621883833786855,learnt_norms_triplet_loss,,0.0,0.6315104365348816,,
0.057629363697905764,learnt_norms_triplet_loss,,1.0,0.6506410241127014,,
0.9999999228196268,learnt_norms_triplet_loss,,2.0,0.10226362198591232,,
0.054427417556349285,learnt_norms_triplet_loss,,3.0,0.5755208134651184,,
0.0480850962533926,learnt_norms_triplet_loss,,4.0,0.6752804517745972,,
0.03303504384194428,learnt_norms_triplet_loss,,5.0,0.6503405570983887,,
0.030017909492389895,learnt_norms_triplet_loss,,6.0,0.6568509340286255,,
0.046146234801898785,learnt_norms_triplet_loss,,7.0,0.6450320482254028,,
0.04319288978018822,learnt_norms_triplet_loss,,8.0,0.6653645634651184,,
0.03577175214647865,learnt_norms_triplet_loss,,9.0,0.6270031929016113,,
0.5892670569129479,learnt_norms_triplet_loss,l2_normalize,0.0,0.0972556099295616,,
0.04805655566115792,learnt_norms_triplet_loss,l2_normalize,1.0,0.5707131624221802,,
0.12427703229089578,learnt_norms_triplet_loss,l2_normalize,2.0,0.10076121985912324,,
0.10114284256138864,learnt_norms_triplet_loss,l2_normalize,3.0,0.3639823794364929,,
0.6419257605687166,learnt_norms_triplet_loss,l2_normalize,4.0,0.09935897588729856,,
0.14099296299406353,learnt_norms_triplet_loss,l2_normalize,5.0,0.3391426205635071,,
0.14778462246967813,learnt_norms_triplet_loss,l2_normalize,6.0,0.10226362198591232,,
0.056291729187927186,learnt_norms_triplet_loss,l2_normalize,7.0,0.5442708134651184,,
0.15409690263466194,learnt_norms_triplet_loss,l2_normalize,8.0,0.10126201808452606,,
0.13170742062039864,learnt_norms_triplet_loss,l2_normalize,9.0,0.10687099397182463,,
0.043306566116650805,learnt_norms_triplet_loss,dense_10,0.0,0.651442289352417,,
0.07672394371743743,learnt_norms_triplet_loss,dense_10,1.0,0.6451321840286255,,
0.0578730230888304,learnt_norms_triplet_loss,dense_10,2.0,0.6409254670143127,,
0.03919176070634515,learnt_norms_triplet_loss,dense_10,3.0,0.6196914911270142,,
0.9999999228196268,learnt_norms_triplet_loss,dense_10,4.0,0.10226362198591232,,
0.05532579447548741,learnt_norms_triplet_loss,dense_10,5.0,0.6422275900840759,,
0.026302632216053702,learnt_norms_triplet_loss,dense_10,6.0,0.6359174847602844,,
0.05755989026511087,learnt_norms_triplet_loss,dense_10,7.0,0.635817289352417,,
0.07401740914270377,learnt_norms_triplet_loss,dense_10,8.0,0.6407251358032227,,
0.9999999228196268,learnt_norms_triplet_loss,dense_10,9.0,0.10226362198591232,,
0.04105578445467892,learnt_norms_triplet_loss,dense_128,0.0,0.6657652258872986,,
0.03170910005751583,learnt_norms_triplet_loss,dense_128,1.0,0.6664663553237915,,
0.9999999228196268,learnt_norms_triplet_loss,dense_128,2.0,0.10226362198591232,,
0.0218967326593254,learnt_norms_triplet_loss,dense_128,3.0,0.6722756624221802,,
0.027018565886045016,learnt_norms_triplet_loss,dense_128,4.0,0.6695713400840759,,
0.02591187181100488,learnt_norms_triplet_loss,dense_128,5.0,0.6707732081413269,,
0.03219110409405309,learnt_norms_triplet_loss,dense_128,6.0,0.6637620329856873,,
0.0541331038726546,learnt_norms_triplet_loss,dense_128,7.0,0.670973539352417,,
0.02698476855081166,learnt_norms_triplet_loss,dense_128,8.0,0.6577523946762085,,
0.9999999228196268,learnt_norms_triplet_loss,dense_128,9.0,0.10226362198591232,,
0.04506168470312005,mixed_similarity_triplet_loss,,0.0,0.6955128312110901,,
0.04912380318945417,mixed_similarity_triplet_loss,,1.0,0.6496394276618958,,
0.044044904016818,mixed_similarity_triplet_loss,,2.0,0.6837940812110901,,
0.05109122252235046,mixed_similarity_triplet_loss,,3.0,0.6665664911270142,,
0.05903715048080836,mixed_similarity_triplet_loss,,4.0,0.6229968070983887,,
0.04849084065510677,mixed_similarity_triplet_loss,,5.0,0.6498397588729858,,
0.04810106146555298,mixed_similarity_triplet_loss,,6.0,0.6471354365348816,,
0.051752727502622664,mixed_similarity_triplet_loss,,7.0,0.657151460647583,,
0.05749071055115796,mixed_similarity_triplet_loss,,8.0,0.6016626358032227,,
0.0652909620354573,mixed_similarity_triplet_loss,,9.0,0.5775240659713745,,
0.04227315048233439,mixed_similarity_triplet_loss,l2_normalize,0.0,0.7239583134651184,,
0.03729588354531771,mixed_similarity_triplet_loss,l2_normalize,1.0,0.7554086446762085,,
0.03935367378812188,mixed_similarity_triplet_loss,l2_normalize,2.0,0.7381811141967773,,
0.04016746002703141,mixed_similarity_triplet_loss,l2_normalize,3.0,0.7439903616905212,,
0.04038402879944978,mixed_similarity_triplet_loss,l2_normalize,4.0,0.7339743375778198,,
0.03849952270348485,mixed_similarity_triplet_loss,l2_normalize,5.0,0.7426882982254028,,
0.036981030176274285,mixed_similarity_triplet_loss,l2_normalize,6.0,0.756911039352417,,
0.03887499179332875,mixed_similarity_triplet_loss,l2_normalize,7.0,0.7385817170143127,,
0.0382436564227996,mixed_similarity_triplet_loss,l2_normalize,8.0,0.750901460647583,,
0.03967599755821702,mixed_similarity_triplet_loss,l2_normalize,9.0,0.7400841116905212,,
0.09945228681541406,mixed_similarity_triplet_loss,dense_10,0.0,0.10657051205635072,,
0.04446385779346411,mixed_similarity_triplet_loss,dense_10,1.0,0.6638621687889099,,
0.04826228387462786,mixed_similarity_triplet_loss,dense_10,2.0,0.6860977411270142,,
0.04642452809434289,mixed_similarity_triplet_loss,dense_10,3.0,0.6467347741127014,,
0.03934150912727302,mixed_similarity_triplet_loss,dense_10,4.0,0.6978164911270142,,
0.04146766331858742,mixed_similarity_triplet_loss,dense_10,5.0,0.7073317170143127,,
0.04063403139559504,mixed_similarity_triplet_loss,dense_10,6.0,0.6733773946762085,,
0.040240453132308826,mixed_similarity_triplet_loss,dense_10,7.0,0.6915063858032227,,
0.0400109981210568,mixed_similarity_triplet_loss,dense_10,8.0,0.6886017918586731,,
0.04740048661971322,mixed_similarity_triplet_loss,dense_10,9.0,0.692307710647583,,
0.10000002369857752,mixed_similarity_triplet_loss,dense_128,0.0,0.10226362198591232,,
0.10000002369857752,mixed_similarity_triplet_loss,dense_128,1.0,0.10226362198591232,,
0.10000002369857752,mixed_similarity_triplet_loss,dense_128,2.0,0.10226362198591232,,
0.10000002369857752,mixed_similarity_triplet_loss,dense_128,3.0,0.10226362198591232,,
0.10000002369857752,mixed_similarity_triplet_loss,dense_128,4.0,0.10226362198591232,,
0.09999678618250747,mixed_similarity_triplet_loss,dense_128,5.0,0.10216346383094788,,
0.10000002369857752,mixed_similarity_triplet_loss,dense_128,6.0,0.10226362198591232,,
0.10000002369857752,mixed_similarity_triplet_loss,dense_128,7.0,0.10226362198591232,,
0.10000002369857752,mixed_similarity_triplet_loss,dense_128,8.0,0.10226362198591232,,
0.07056525917962575,mixed_similarity_triplet_loss,dense_128,9.0,0.0911458358168602,,
0.03879428385064388,learnt_similarity_triplet_loss,,0.0,0.7364783883094788,,
0.03833701329019208,learnt_similarity_triplet_loss,,1.0,0.7361778616905212,,
0.03678899855376818,learnt_similarity_triplet_loss,,2.0,0.7470953464508057,,
0.03843707016382653,learnt_similarity_triplet_loss,,3.0,0.7315705418586731,,
0.03715204479745948,learnt_similarity_triplet_loss,,4.0,0.7484976053237915,,
0.0371877698180003,learnt_similarity_triplet_loss,,5.0,0.739182710647583,,
0.03791297181772117,learnt_similarity_triplet_loss,,6.0,0.7422876358032227,,
0.03819040638896135,learnt_similarity_triplet_loss,,7.0,0.7443910241127014,,
0.03665587063639974,learnt_similarity_triplet_loss,,8.0,0.7531049847602844,,
0.03864702904740205,learnt_similarity_triplet_loss,,9.0,0.7306690812110901,,
0.04639286324620629,learnt_similarity_triplet_loss,l2_normalize,0.0,0.6596554517745972,,
0.04020407735011899,learnt_similarity_triplet_loss,l2_normalize,1.0,0.6872996687889099,,
0.03895243129525811,learnt_similarity_triplet_loss,l2_normalize,2.0,0.741286039352417,,
0.04371314362073556,learnt_similarity_triplet_loss,l2_normalize,3.0,0.6926081776618958,,
0.04628000993472643,learnt_similarity_triplet_loss,l2_normalize,4.0,0.6663661599159241,,
0.034938030888159305,learnt_similarity_triplet_loss,l2_normalize,5.0,0.7662259340286255,,
0.040468338100860514,learnt_similarity_triplet_loss,l2_normalize,6.0,0.7141426205635071,,
0.04530221166519018,learnt_similarity_triplet_loss,l2_normalize,7.0,0.6710737347602844,,
0.044693457810447,learnt_similarity_triplet_loss,l2_normalize,8.0,0.6591546535491943,,
0.03596029496895006,learnt_similarity_triplet_loss,l2_normalize,9.0,0.7510015964508057,,
0.0327774304478692,learnt_similarity_triplet_loss,dense_10,0.0,0.7597155570983887,,
0.03328852789500394,learnt_similarity_triplet_loss,dense_10,1.0,0.7555088400840759,,
0.03228735368555555,learnt_similarity_triplet_loss,dense_10,2.0,0.7621194124221802,,
0.03369338223591256,learnt_similarity_triplet_loss,dense_10,3.0,0.7523036599159241,,
0.035264253144701704,learnt_similarity_triplet_loss,dense_10,4.0,0.7135416865348816,,
0.03399308793581067,learnt_similarity_triplet_loss,dense_10,5.0,0.7531049847602844,,
0.03719287849843311,learnt_similarity_triplet_loss,dense_10,6.0,0.6985176205635071,,
0.03639737733950218,learnt_similarity_triplet_loss,dense_10,7.0,0.7174479365348816,,
0.036411954949681566,learnt_similarity_triplet_loss,dense_10,8.0,0.7114382982254028,,
0.033775811991057336,learnt_similarity_triplet_loss,dense_10,9.0,0.7494992017745972,,
0.029421121962607287,learnt_similarity_triplet_loss,dense_128,0.0,0.7857571840286255,,
0.030546669406482038,learnt_similarity_triplet_loss,dense_128,1.0,0.7709335088729858,,
0.031226162864372894,learnt_similarity_triplet_loss,dense_128,2.0,0.7721354365348816,,
0.030575260997582707,learnt_similarity_triplet_loss,dense_128,3.0,0.7732371687889099,,
0.0305247030292566,learnt_similarity_triplet_loss,dense_128,4.0,0.78125,,
0.03042520102089605,learnt_similarity_triplet_loss,dense_128,5.0,0.7745392918586731,,
0.09999990472808863,learnt_similarity_triplet_loss,dense_128,6.0,0.10226362198591232,,
0.029184023783995938,learnt_similarity_triplet_loss,dense_128,7.0,0.7809495329856873,,
0.0314107268021848,learnt_similarity_triplet_loss,dense_128,8.0,0.7675280570983887,,
0.03344195039990621,learnt_similarity_triplet_loss,dense_128,9.0,0.7597155570983887,,
0.2657451674533196,mixed_similarity_crossentropy_loss,,0.0,0.5181289911270142,0.2238378524780273,0.2657451033592224
0.3179085860267664,mixed_similarity_crossentropy_loss,,1.0,0.3395432829856873,0.277130126953125,0.3179085850715637
0.29762054444887703,mixed_similarity_crossentropy_loss,,2.0,0.34815704822540283,0.2497525364160537,0.2976204454898834
0.22272373563968212,mixed_similarity_crossentropy_loss,,3.0,0.6881009340286255,0.1809079647064209,0.22272369265556333
0.2828952012917934,mixed_similarity_crossentropy_loss,,4.0,0.5877403616905212,0.24562156200408936,0.2828952670097351
0.2912978203250812,mixed_similarity_crossentropy_loss,,5.0,0.34515222907066345,0.2395468205213547,0.2912978529930115
0.28832489041945875,mixed_similarity_crossentropy_loss,,6.0,0.2923677861690521,0.2281063497066497,0.2883248627185821
0.2867649426827064,mixed_similarity_crossentropy_loss,,7.0,0.30108171701431274,0.2308077514171601,0.2867650091648102
0.24187967993128,mixed_similarity_crossentropy_loss,,8.0,0.6890023946762085,0.20088158547878265,0.24187976121902466
0.2758160803753596,mixed_similarity_crossentropy_loss,,9.0,0.7012219429016113,0.2368267476558685,0.27581608295440674
0.161227677256251,mixed_similarity_crossentropy_loss,l2_normalize,0.0,0.7652243375778198,0.09371758997440338,0.16122768819332126
0.1699508353590201,mixed_similarity_crossentropy_loss,l2_normalize,1.0,0.762620210647583,0.10020490735769272,0.16995085775852206
0.1647197247411196,mixed_similarity_crossentropy_loss,l2_normalize,2.0,0.7606169581413269,0.09669748693704604,0.16471979022026062
0.1714744165730782,mixed_similarity_crossentropy_loss,l2_normalize,3.0,0.7553085088729858,0.1050456240773201,0.1714743673801422
0.17082081524989542,mixed_similarity_crossentropy_loss,l2_normalize,4.0,0.7556089758872986,0.10584226995706557,0.17082084715366366
